Region Name,Region Unique Number,Number of Voxels,Mask File Path,Delta X,Delta Y,Delta Z,Mask Center,Mni_Scaled
parietal,163,646,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_163.nii,13,10,12,"[96, 48, 68, 1]","[-0.72, -0.491, 0.353]"
parietal,164,637,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_164.nii,16,13,17,"[88, 36, 78, 1]","[-0.56, -0.655, 0.529]"
parietal,165,462,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_165.nii,13,10,15,"[92, 44, 79, 1]","[-0.64, -0.545, 0.547]"
parietal,194,15,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_194.nii,4,3,1,"[69, 37, 75, 1]","[-0.18, -0.641, 0.476]"
parietal,229,30,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_229.nii,10,3,1,"[47, 29, 80, 1]","[0.26, -0.75, 0.565]"
parietal,230,62,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_230.nii,5,6,3,"[42, 32, 81, 1]","[0.36, -0.709, 0.582]"
parietal,237,13,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_237.nii,8,4,0,"[19, 67, 59, 1]","[0.82, -0.232, 0.194]"
parietal,238,8,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_238.nii,3,2,0,"[16, 67, 59, 1]","[0.88, -0.232, 0.194]"
parietal,240,27,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_240.nii,5,4,2,"[30, 62, 64, 1]","[0.6, -0.3, 0.282]"
parietal,242,14,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_242.nii,4,2,3,"[19, 84, 59, 1]","[0.82, 0.0, 0.194]"
parietal,243,16,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_243.nii,5,9,1,"[27, 70, 64, 1]","[0.66, -0.191, 0.282]"
parietal,244,195,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_244.nii,9,7,8,"[19, 77, 61, 1]","[0.82, -0.095, 0.229]"
parietal,245,25,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_245.nii,3,2,5,"[19, 84, 70, 1]","[0.82, 0.0, 0.388]"
parietal,246,813,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_246.nii,16,12,19,"[22, 79, 67, 1]","[0.76, -0.068, 0.335]"
parietal,247,570,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_247.nii,10,10,14,"[19, 74, 69, 1]","[0.82, -0.136, 0.371]"
parietal,248,149,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_248.nii,14,12,7,"[25, 78, 71, 1]","[0.7, -0.082, 0.406]"
parietal,249,281,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_249.nii,11,7,14,"[23, 73, 75, 1]","[0.74, -0.15, 0.476]"
parietal,251,52,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_251.nii,9,4,13,"[22, 75, 82, 1]","[0.76, -0.123, 0.6]"
parietal,252,3,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_252.nii,2,0,0,"[32, 72, 73, 1]","[0.56, -0.164, 0.441]"
parietal,253,732,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_253.nii,14,15,17,"[28, 67, 86, 1]","[0.64, -0.232, 0.671]"
parietal,255,123,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_255.nii,10,6,12,"[32, 69, 84, 1]","[0.56, -0.205, 0.635]"
parietal,256,1,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_256.nii,0,0,0,"[32, 69, 84, 1]","[0.56, -0.205, 0.635]"
parietal,257,390,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_257.nii,14,7,14,"[39, 61, 90, 1]","[0.42, -0.314, 0.741]"
parietal,258,562,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_258.nii,15,7,13,"[39, 57, 92, 1]","[0.42, -0.368, 0.776]"
parietal,259,158,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_259.nii,12,7,18,"[37, 66, 88, 1]","[0.46, -0.245, 0.706]"
parietal,262,225,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_262.nii,5,5,15,"[51, 58, 95, 1]","[0.18, -0.355, 0.829]"
parietal,264,45,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_264.nii,13,5,12,"[46, 64, 92, 1]","[0.28, -0.273, 0.776]"
parietal,265,305,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_265.nii,9,8,13,"[45, 60, 94, 1]","[0.3, -0.327, 0.812]"
parietal,267,435,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_267.nii,11,14,9,"[48, 53, 97, 1]","[0.24, -0.423, 0.865]"
parietal,270,134,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_270.nii,9,5,10,"[49, 62, 97, 1]","[0.22, -0.3, 0.865]"
parietal,273,3,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_273.nii,2,0,0,"[32, 48, 62, 1]","[0.56, -0.491, 0.247]"
parietal,274,388,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_274.nii,14,11,12,"[29, 36, 72, 1]","[0.62, -0.655, 0.424]"
parietal,275,96,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_275.nii,11,9,8,"[39, 40, 75, 1]","[0.42, -0.6, 0.476]"
parietal,276,366,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_276.nii,9,10,15,"[22, 69, 78, 1]","[0.76, -0.205, 0.529]"
parietal,277,218,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_277.nii,13,6,7,"[48, 31, 83, 1]","[0.24, -0.723, 0.618]"
parietal,278,498,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_278.nii,13,8,17,"[32, 58, 82, 1]","[0.56, -0.355, 0.6]"
parietal,279,498,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_279.nii,11,10,17,"[31, 66, 80, 1]","[0.58, -0.245, 0.565]"
parietal,280,463,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_280.nii,10,12,14,"[39, 40, 84, 1]","[0.42, -0.6, 0.635]"
parietal,281,465,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_281.nii,13,10,17,"[35, 54, 82, 1]","[0.5, -0.409, 0.6]"
parietal,282,745,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_282.nii,11,12,13,"[45, 39, 86, 1]","[0.3, -0.614, 0.671]"
parietal,283,499,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_283.nii,12,10,17,"[36, 60, 83, 1]","[0.48, -0.327, 0.618]"
parietal,284,822,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_284.nii,15,13,18,"[37, 50, 83, 1]","[0.46, -0.464, 0.618]"
parietal,285,30,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_285.nii,4,9,7,"[52, 34, 83, 1]","[0.16, -0.682, 0.618]"
parietal,286,935,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_286.nii,15,14,15,"[41, 45, 87, 1]","[0.38, -0.532, 0.688]"
parietal,287,37,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_287.nii,4,11,10,"[51, 49, 91, 1]","[0.18, -0.477, 0.759]"
parietal,288,311,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_288.nii,9,14,10,"[50, 42, 92, 1]","[0.2, -0.573, 0.776]"
parietal,289,871,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_289.nii,17,15,11,"[42, 51, 93, 1]","[0.36, -0.45, 0.794]"
parietal,296,211,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_296.nii,12,7,4,"[20, 58, 65, 1]","[0.8, -0.355, 0.3]"
parietal,297,481,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_297.nii,15,8,11,"[22, 64, 65, 1]","[0.76, -0.273, 0.3]"
parietal,298,587,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_298.nii,11,11,10,"[20, 70, 64, 1]","[0.8, -0.191, 0.282]"
parietal,299,683,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_299.nii,10,13,17,"[19, 68, 74, 1]","[0.82, -0.218, 0.459]"
parietal,300,763,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_300.nii,12,12,18,"[20, 58, 73, 1]","[0.8, -0.355, 0.441]"
parietal,315,21,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_315.nii,4,3,3,"[50, 55, 89, 1]","[0.2, -0.395, 0.724]"
parietal,316,5,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_316.nii,2,1,1,"[51, 59, 88, 1]","[0.18, -0.341, 0.706]"
parietal,332,990,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_332.nii,13,12,19,"[24, 49, 79, 1]","[0.72, -0.477, 0.547]"
parietal,333,561,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_333.nii,11,11,14,"[23, 57, 80, 1]","[0.74, -0.368, 0.565]"
parietal,334,493,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_334.nii,10,12,14,"[36, 37, 80, 1]","[0.48, -0.641, 0.565]"
parietal,335,369,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_335.nii,10,10,16,"[24, 61, 82, 1]","[0.72, -0.314, 0.6]"
parietal,336,351,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_336.nii,9,8,15,"[29, 54, 81, 1]","[0.62, -0.409, 0.582]"
parietal,337,860,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_337.nii,13,13,17,"[34, 47, 82, 1]","[0.52, -0.505, 0.6]"
parietal,362,125,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_362.nii,11,7,5,"[25, 55, 65, 1]","[0.7, -0.395, 0.3]"
parietal,363,382,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_363.nii,15,9,8,"[27, 44, 66, 1]","[0.66, -0.545, 0.318]"
parietal,364,828,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_364.nii,17,11,10,"[26, 49, 67, 1]","[0.68, -0.477, 0.335]"
parietal,365,560,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_365.nii,14,9,13,"[22, 54, 70, 1]","[0.76, -0.409, 0.388]"
parietal,366,1034,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_366.nii,16,15,20,"[28, 41, 76, 1]","[0.64, -0.586, 0.494]"
